f_28441_,ALLOWED_ITEMS,
f_28444_,AVOID_PLAYERS,
f_148896_,FLAG_CROUCHING,
f_148899_,FLAG_SITTING,
f_37903_,mob,
f_37902_,this$0,
f_37901_,shoutTargeting,
f_37904_,hostileRadiusSqr,
f_227415_,CODEC,
f_205812_,contentsSet,
f_205811_,contents,
f_68747_,CODEC,
f_188401_,fluidType,The fluid state the aquifer is filled with.
f_188400_,fluidLevel,The y height of the aquifer.
f_228451_,WIDTH,
f_228452_,HEIGHT,
f_228453_,DEPTH,
f_235946_,delay,
f_235944_,CODEC,
f_235945_,DESERIALIZER,
f_32884_,guardian,
f_234868_,blockRenderer,
f_234869_,itemRenderer,
f_236745_,isRequired,
f_236746_,prompt,
f_236743_,url,
f_236744_,hash,
f_126235_,result,
f_126236_,ingredient,
f_126239_,advancement,
f_126241_,serializer,
f_126237_,experience,
f_244246_,category,
f_244540_,bookCategory,
f_126238_,cookingTime,
f_126240_,group,
f_10058_,val$digest,
f_10059_,this$0,
f_87040_,this$0,
f_87043_,worldDownload,
f_87041_,tempFile,
f_87042_,downloadStatus,
f_271473_,branchStartOffsetFromTop,
f_271475_,CODEC,
f_271407_,secondBranchStartOffsetFromTop,
f_271342_,branchCount,
f_271123_,branchEndOffsetFromTop,
f_271464_,BRANCH_START_CODEC,
f_271384_,branchHorizontalLength,
f_221503_,WATERLOGGED,
f_139960_,timer,
f_139959_,server,
f_139958_,msgs,
f_139955_,DECIMAL_FORMAT,
f_139956_,values,
f_139957_,vp,
f_119556_,list,
f_37409_,duration,
f_146343_,namePrefix,
f_146342_,threadNumber,
f_146340_,LOGGER,
f_146341_,group,
f_110357_,writeDepth,
f_110356_,writeColor,
f_133672_,LOGGER,
f_221315_,item,
f_221316_,entity,
f_161006_,discardChanceOnAirExposure,
f_67837_,CODEC,
f_67839_,size,
f_161005_,targetStates,
f_89436_,image,
f_89435_,this$0,
f_146201_,systemInfo,
f_146200_,nrOfCpus,
f_146204_,currentLoad,
f_146205_,lastPollMs,
f_146202_,processor,
f_146203_,previousCpuLoadTick,
f_220097_,instruments,
f_220096_,TAG_INSTRUMENT,
f_118808_,skinsDirectory,
f_174841_,PROPERTY_TEXTURES,
f_118809_,sessionService,
f_118807_,textureManager,
f_118810_,insecureSkinCache,
f_61305_,name,
f_123146_,x,Rotation on the X axis
f_123147_,y,Rotation on the Y axis
f_123148_,z,Rotation on the Z axis
f_148349_,checkLineOfSight,
f_26878_,testInvisible,
f_148348_,isCombat,
f_148347_,MIN_VISIBILITY_DISTANCE_FOR_INVISIBLE_TARGET,
f_26873_,range,
f_26879_,selector,
f_26872_,DEFAULT,
f_161921_,maxInclusive,
f_161918_,CODEC,
f_161920_,minInclusive,
f_161919_,LOGGER,
f_161922_,inner,
f_244575_,animatedTexture,
f_243877_,name,
f_244302_,width,
f_243663_,LOGGER,
f_243731_,byMipLevel,
f_243904_,originalImage,
f_244600_,height,
f_61786_,name,
f_166180_,isRecording,
f_83911_,recordingBuffer,
f_83910_,renderCalls,
f_83913_,renderingBuffer,
f_166181_,isProcessing,
f_83912_,processedBuffer,
f_28745_,this$0,
f_112754_,transparencyState,
f_112749_,hasBlocks,
f_112753_,visibilitySet,
f_112748_,UNCOMPILED,
f_112752_,renderableBlockEntities,
f_149752_,STUNNED_COLOR_RED,
f_33319_,NO_RAVAGER_AND_ALIVE,
f_33320_,attackTick,
f_149747_,BASE_MOVEMENT_SPEED,
f_149748_,ATTACK_MOVEMENT_SPEED,
f_33322_,roarTick,
f_149751_,STUNNED_COLOR_GREEN,
f_149753_,ATTACK_DURATION,
f_149750_,STUNNED_COLOR_BLUE,
f_33321_,stunnedTick,
f_149746_,STUN_DURATION,
f_149749_,STUNNED_COLOR,
f_18784_,task,
f_18783_,priority,
f_194985_,CHORUS_PLANT,
f_194986_,END_ISLAND,
f_194984_,END_GATEWAY_DELAYED,
f_194982_,END_SPIKE,
f_194983_,END_GATEWAY_RETURN,
f_203867_,registry,
f_203868_,location,
f_203869_,VALUES,
f_158216_,edge,
f_158217_,pointingUp,
f_100042_,watcher,
f_100043_,packPath,
f_252446_,chatSession,
f_59125_,conditionMet,
f_59124_,auto,
f_59123_,powered,
f_59127_,commandBlock,
f_263848_,coordinateValueComparator,
f_176013_,name,
f_45706_,shapeGetter,
f_254732_,entries,
f_244392_,networkCodec,
f_244545_,key,
f_267479_,this$1,
f_267477_,val$this$0,
f_267476_,this$1,
f_84771_,zpass,
f_84769_,fail,
f_84767_,func,
f_84768_,mask,
f_84770_,zfail,
f_236425_,VIBRATIONS_EXCEPT_FLAP,
f_193909_,this$0,
f_193911_,name,The localized key description for this KeyEntry
f_193913_,resetButton,
f_193912_,changeButton,
f_193910_,key,The keybinding specified for this KeyEntry
f_268447_,hasCollision,
f_27199_,this$0,
f_27200_,levels,
f_243984_,legacyCustomOptions,
f_244622_,CODEC,
f_243816_,seed,
f_244001_,generateStructures,
f_244225_,DEMO_OPTIONS,
f_244615_,generateBonusChest,
f_100272_,minecraft,
f_100286_,timesInventoryChanged,
f_100283_,book,
f_100273_,SEARCH_HINT,
f_170043_,IMAGE_HEIGHT,
f_100269_,ghostRecipe,
f_100275_,ALL_RECIPES_TOOLTIP,
f_170044_,OFFSET_X_POSITION,
f_170042_,IMAGE_WIDTH,
f_100285_,stackedContents,
f_100282_,lastSearch,
f_100280_,selectedTab,
f_100278_,height,
f_100274_,ONLY_CRAFTABLES_TOOLTIP,
f_100276_,xOffset,
f_170041_,visible,
f_181400_,widthTooNarrow,
f_100287_,ignoreTextInput,
f_100271_,menu,
f_100284_,recipeBookPage,
f_100268_,RECIPE_BOOK_LOCATION,
f_100279_,tabButtons,
f_100277_,width,
f_100270_,filterButton,
f_100281_,searchBox,
f_234928_,DEFAULT_ROTATION,
f_234929_,compassTarget,
f_234930_,wobble,
f_234931_,wobbleRandom,
f_60406_,$SwitchMap$net$minecraft$core$Direction$Axis,
f_60407_,$SwitchMap$net$minecraft$core$Direction,
f_151103_,RECIPE_TAG,
f_42819_,LOGGER,
f_120508_,LOOK_TITLE,
f_120517_,turned,
f_120511_,moveToast,
f_120515_,timeLooked,
f_120516_,moved,
f_175017_,INCOMPLETE,
f_175013_,MINIMUM_TIME_MOVED,
f_120514_,timeMoved,
f_120506_,MOVE_TITLE,
f_175016_,LOOK_HINT_DELAY,
f_120519_,lookCompleted,
f_120509_,LOOK_DESCRIPTION,
f_175014_,MINIMUM_TIME_LOOKED,
f_120507_,MOVE_DESCRIPTION,
f_120512_,lookToast,
f_175015_,MOVE_HINT_DELAY,
f_120510_,tutorial,
f_120513_,timeWaiting,
f_120518_,moveCompleted,
f_108998_,xFace,
f_108999_,yFace,
f_109000_,zFace,
f_117042_,LOCATION_BY_MARKINGS,
f_157667_,this$0,
f_157670_,currentSection,
f_157669_,currentSectionKey,
f_157668_,entity,
f_33373_,this$0,
f_68068_,CODEC,
f_68069_,toPlace,
f_129670_,LOGGER,
f_89790_,this$0,
f_184690_,name,
f_184691_,version,
f_195358_,RANGE_8_8,
f_195356_,FULL_RANGE,
f_195360_,RANGE_BOTTOM_TO_MAX_TERRAIN_HEIGHT,
f_195357_,RANGE_10_10,
f_195354_,HEIGHTMAP_WORLD_SURFACE,
f_195353_,HEIGHTMAP_TOP_SOLID,
f_195352_,HEIGHTMAP,
f_195359_,RANGE_4_4,
f_195355_,HEIGHTMAP_OCEAN_FLOOR,
f_116577_,BEE_STINGER_LOCATION,
f_263700_,packets,
f_47737_,CODEC,
f_47738_,name,
f_94612_,xDiffTex,
f_94613_,yDiffTex,
f_94611_,yTexStart,
f_94610_,xTexStart,
f_94608_,resourceLocation,
f_94609_,isStateTriggered,
f_43831_,id,
f_244184_,category,
f_267406_,speedOld,
f_267358_,position,
f_267371_,speed,
f_243827_,this$1,
f_120710_,val$hostname,
f_120711_,val$port,
f_120714_,this$0,
f_120712_,val$minecraft,
f_120713_,val$server,
f_126215_,result,
f_126219_,advancement,
f_126220_,advancementId,
f_126216_,count,
f_126218_,ingredients,
f_126214_,id,
f_126217_,group,
f_107526_,sprites,
f_189586_,this$0,
f_171085_,LEG_SIZE,
f_104114_,tail,
f_104116_,upperBody,
f_171079_,UPPER_BODY,
f_104108_,realHead,Added as a result/workaround for the loss of renderWithRotation
f_104109_,body,
f_171081_,rightHindLeg,
f_104107_,head,
f_171080_,REAL_TAIL,
f_171084_,leftFrontLeg,
f_104115_,realTail,Added as a result/workaround for the loss of renderWithRotation
f_171083_,rightFrontLeg,
f_171082_,leftHindLeg,
f_171078_,REAL_HEAD,
f_64165_,settings,
f_64164_,CODEC,
f_13632_,lockFile,
f_144627_,LOCK_FILE,
f_13633_,lock,
f_13634_,DUMMY,
f_279648_,LISTENER_RADIUS,
f_279639_,positionSource,
f_279601_,this$0,
f_279664_,RESONANCE_EVENTS,
f_279561_,VIBRATION_FREQUENCY_FOR_EVENT,
f_260678_,HEADER_HORIZONTAL_PADDING,
f_260658_,TELEMETRY_OPTIONAL_TRANSLATION_KEY,
f_260432_,PROPERTY_TITLE,
f_260489_,content,
f_260637_,TELEMETRY_REQUIRED_TRANSLATION_KEY,
f_260606_,font,
f_260673_,onScrolledListener,
f_43482_,effects,
f_43481_,name,The base name for the potion type.
f_51486_,CHEST_COMBINER,
f_51482_,SOUTH_AABB,
f_153053_,AABB_HEIGHT,
f_51484_,EAST_AABB,
f_153052_,AABB_OFFSET,
f_153051_,EVENT_SET_OPEN_COUNT,
f_51480_,WATERLOGGED,
f_51483_,WEST_AABB,
f_51481_,NORTH_AABB,
f_51478_,FACING,
f_51479_,TYPE,
f_51485_,AABB,
f_51487_,MENU_PROVIDER_COMBINER,
f_11502_,server,
f_11500_,RCON_COMPONENT,
f_144022_,RCON,
f_11501_,buffer,
f_231640_,maxInclusive,
f_231639_,minInclusive,
f_244582_,recipeFolderName,
f_254680_,owner,
f_254749_,lookup,
f_254644_,registeredValues,
f_254690_,registries,
f_254627_,errors,
f_254643_,entries,
f_254722_,this$0,
f_285617_,CODEC,
f_285571_,id,
f_265958_,template,
f_265885_,id,
f_266053_,addition,
f_266040_,base,
f_83036_,INFINITY,
f_83037_,BLOCK,
f_166026_,BIG_EPSILON,
f_83038_,EMPTY,
f_166025_,EPSILON,
f_210557_,SIZE_UNSET,
f_210555_,CODEC,
f_210559_,rawTemplates,
f_210560_,templates,
f_210562_,maxSize,
f_210554_,DIRECT_CODEC,
f_210561_,fallback,
f_254652_,CODEC_REFERENCE,
f_102703_,spikeParts,
f_102696_,SPIKE_Y_ROT,
f_170595_,TAIL_0,
f_170597_,TAIL_2,
f_102698_,SPIKE_X,
f_170596_,TAIL_1,
f_102699_,SPIKE_Y,
f_102702_,eye,
f_102701_,head,
f_170594_,EYE,
f_102700_,SPIKE_Z,
f_102704_,tailParts,
f_102695_,SPIKE_X_ROT,
f_170598_,root,
f_102697_,SPIKE_Z_ROT,
f_92467_,lastSpaceStyle,
f_92462_,lineBreak,
f_92469_,offset,
f_92466_,lastSpace,
f_92460_,this$0,
f_92468_,nextChar,
f_92465_,width,
f_92464_,hadNonZeroWidthChar,
f_92463_,lineBreakStyle,
f_92461_,maxWidth,
f_268539_,cache,
f_268603_,maxRows,
f_260670_,centered,
f_268685_,maxWidth,
f_53406_,$SwitchMap$net$minecraft$world$level$pathfinder$PathComputationType,
f_48403_,CODEC,
f_48405_,minCount,
f_48404_,type,
f_48406_,maxCount,
f_26592_,allowBreaching,
f_134852_,keybytes,
f_252408_,encryptedChallenge,
f_51231_,VIRTUAL_FENCE_POST,
f_51226_,SHAPE,
f_51228_,SIGNAL_FIRE,
f_51229_,WATERLOGGED,
f_51233_,fireDamage,
f_51227_,LIT,
f_51232_,spawnParticles,
f_51230_,FACING,
f_152748_,SMOKE_DISTANCE,
f_151231_,BASE_DAMAGE,
f_151232_,SHOOT_POWER,
f_151230_,THROW_THRESHOLD_TIME,
f_43379_,defaultModifiers,
f_243952_,universe,
f_244012_,mask,
f_234081_,sprite,
f_97106_,kills,
f_97105_,mobName,
f_97103_,this$1,
f_97108_,killedBy,
f_97107_,hasKills,
f_97109_,wasKilledBy,
f_87101_,length,
f_87103_,uploadStatus,
f_87102_,content,
f_95573_,input,Chat entry field
f_169235_,USAGE_TEXT,
f_240354_,TOOLTIP_MAX_WIDTH,
f_95576_,initial,is the text that appears when you press the chat key and the input box appears pre-filled
f_95577_,commandSuggestions,
f_95575_,historyPos,"keeps position of which chat message you will select when you press up, (does not increase for duplicated messages sent immediately after each other)"
f_95574_,historyBuffer,
f_169234_,MOUSE_SCROLL_SPEED,
f_192995_,series,
f_192994_,version,
f_192993_,MAIN_SERIES,
f_238101_,val$writer,
f_238102_,val$reader,
f_130553_,LOGGER,
f_130554_,EXCEED_REASON,
f_130555_,rateLimitPacketsPerSecond,
f_125249_,declaredPropertySets,
f_125248_,seenProperties,
f_125247_,baseVariants,
f_125246_,block,
f_99620_,nodeToOriginalPosition,
f_99619_,original,
f_99621_,nodes,
f_286966_,$SwitchMap$net$minecraft$server$level$FullChunkStatus,
f_24270_,ID,
f_244515_,name,
f_119241_,ITEM_MODEL_GENERATOR,
f_119226_,NO_PATTERN_SHIELD,
f_119212_,unbakedCache,
f_174878_,BUILTIN_SLASH,
f_174879_,BUILTIN_SLASH_GENERATED,
f_119218_,modelGroups,
f_119210_,loadingStack,
f_119231_,MISSING_MODEL_MESH,
f_119213_,bakedCache,
f_119211_,context,
f_119225_,SHIELD_BASE,
f_244378_,MODEL_LISTER,
f_174877_,INVISIBLE_MODEL_GROUP,
f_119223_,WATER_OVERLAY,
f_119239_,EQUAL_SPLITTER,
f_119238_,COMMA_SPLITTER,
f_174880_,BUILTIN_BLOCK_ENTITY,
f_119214_,topLevelModels,
f_119233_,BLOCK_ENTITY_MARKER,
f_174875_,DESTROY_STAGE_COUNT,
f_119227_,DESTROY_STAGES,
f_119224_,BANNER_BASE,
f_244132_,modelResources,
f_119237_,BUILTIN_MODELS,
f_119232_,GENERATION_MARKER,
f_119215_,bakedTopLevelModels,
f_174881_,MISSING_MODEL_NAME,
f_119228_,BREAKING_LOCATIONS,
f_119230_,MISSING_MODEL_LOCATION,
f_174876_,SINGLETON_MODEL_GROUP,
f_119229_,DESTROY_TYPES,
f_119217_,nextModelGroup,
f_119220_,FIRE_1,
f_119221_,LAVA_FLOW,
f_119242_,STATIC_DEFINITIONS,
f_119222_,WATER_FLOW,
f_119219_,FIRE_0,
f_119240_,ITEM_FRAME_FAKE_DEFINITION,
f_119235_,LOGGER,
f_119209_,blockColors,
f_243866_,blockStateResources,
f_244202_,BLOCKSTATE_LISTER,
f_147880_,CACHE_TIMEOUT,
f_147881_,BATCH_SIZE,
f_147882_,RATE,
f_147883_,OK_DISTANCE_SQR,
f_265933_,itemModelIndex,
f_265970_,ingredient,
f_266056_,CODEC,
f_267481_,overrideArmorMaterials,
f_265854_,assetName,
f_266021_,description,
f_266095_,DIRECT_CODEC,
f_79721_,this$0,
f_111845_,variants,
f_136418_,children,
f_136417_,parents,
f_165202_,DEFAULT_ZOOM,
f_165204_,DEFAULT_SKIP_EXISTING,
f_80522_,DEFAULT_DECORATION,
f_230983_,DEFAULT_DESTINATION,
f_80524_,destination,
f_165201_,DEFAULT_DECORATION_NAME,
f_80526_,zoom,
f_80523_,LOGGER,
f_80525_,mapDecoration,
f_80528_,skipKnownStructures,
f_80527_,searchRadius,
f_165203_,DEFAULT_SEARCH_RADIUS,
f_99046_,this$0,
f_97909_,secondary,
f_169612_,beaconButtons,
f_97905_,SECONDARY_EFFECT_LABEL,
f_97903_,BEACON_LOCATION,
f_97904_,PRIMARY_EFFECT_LABEL,
f_97908_,primary,
f_134362_,isOpen,
f_134363_,isFiltering,
f_134361_,bookType,
f_79822_,expand,
f_79821_,tag,
f_83873_,this$0,
f_83874_,width,
f_83879_,index,
f_83876_,bearingX,
f_83877_,bearingY,
f_83878_,advance,
f_83875_,height,
f_81654_,INSTANCE,
f_117387_,textureLocation,
f_117388_,model,
f_15187_,listTag,
f_15189_,hasData,
f_15191_,update,
f_15185_,y,
f_15186_,palette,
f_15188_,section,
f_15193_,buffer,
f_15190_,toFix,
f_15192_,seen,
f_39703_,owner,
f_39693_,EMPTY_ARMOR_SLOT_HELMET,
f_39692_,BLOCK_ATLAS,
f_39700_,SLOT_IDS,
f_150582_,CRAFT_SLOT_END,
f_39696_,EMPTY_ARMOR_SLOT_BOOTS,
f_39699_,TEXTURE_EMPTY_SLOTS,
f_39702_,resultSlots,
f_39698_,active,
f_39694_,EMPTY_ARMOR_SLOT_CHESTPLATE,
f_150587_,USE_ROW_SLOT_START,
f_39701_,craftSlots,
f_150584_,ARMOR_SLOT_END,
f_150580_,RESULT_SLOT,
f_150589_,SHIELD_SLOT,
f_39697_,EMPTY_ARMOR_SLOT_SHIELD,
f_150588_,USE_ROW_SLOT_END,
f_39695_,EMPTY_ARMOR_SLOT_LEGGINGS,
f_150586_,INV_SLOT_END,
f_150583_,ARMOR_SLOT_START,
f_150585_,INV_SLOT_START,
f_150579_,CONTAINER_ID,
f_150581_,CRAFT_SLOT_START,
f_25326_,flags,
f_55731_,pos,
f_55732_,when,
f_260449_,codec,
f_15979_,OR,
f_15978_,AND,
f_113581_,$SwitchMap$net$minecraft$world$level$levelgen$Heightmap$Types,
f_225947_,CODEC,
f_225948_,ifTrue,
f_225949_,then,
f_94297_,locked,
f_15987_,POTIONS,
f_145400_,SPLASH,
f_145399_,DEFAULT,
f_184710_,size,
f_184707_,data,
f_184706_,MAGIC,
f_184712_,divideMul,
f_184708_,bits,
f_184711_,valuesPerLong,
f_184713_,divideAdd,
f_184714_,divideShift,
f_184709_,mask,
f_227077_,CODEC,
f_227078_,otherSet,
f_227079_,chunkCount,
f_117071_,innerModel,
f_117070_,ARMOR_LOCATION_CACHE,
f_117072_,outerModel,
f_266073_,armorTrimAtlas,
f_276610_,current,
f_276675_,previous,
f_226415_,CODEC,
f_226414_,DIRECT_CODEC,
f_226416_,dimensions,
f_34422_,ticksUntilNextAlert,
f_34420_,persistentAngerTarget,
f_149890_,ALERT_RANGE_Y,
f_34421_,ALERT_INTERVAL,
f_34423_,SPEED_MODIFIER_ATTACKING,
f_256895_,ZOMBIFIED_PIGLIN_EYE_HEIGHT,
f_262243_,ZOMBIFIED_PIGLIN_BABY_EYE_HEIGHT_ADJUSTMENT,
f_34424_,FIRST_ANGER_SOUND_DELAY,
f_34419_,remainingPersistentAngerTime,
f_34416_,SPEED_MODIFIER_ATTACKING_UUID,
f_34418_,PERSISTENT_ANGER_TIME,
f_34417_,playFirstAngerSoundIn,
f_238704_,MESSAGE,
f_238630_,RETURN,
f_238679_,DISCARD,
f_252405_,DRAFT,
f_238642_,this$0,
f_238729_,TITLE,
f_104156_,hatRim,
f_110868_,minecraft,
f_110869_,screenManager,
f_102901_,head,
f_102906_,rightLeg,
f_102907_,rightArm,
f_170686_,root,
f_102908_,leftArm,
f_102905_,leftLeg,
f_102904_,arms,
f_102902_,hat,
f_94317_,x,
f_94318_,y,
f_16339_,OLD_AMOUNT_SPLITTER,
f_16341_,BLOCK_SPLITTER,
f_145489_,GENERATOR_OPTIONS,
f_16337_,SPLITTER,
f_16338_,LAYER_SPLITTER,
f_16340_,AMOUNT_SPLITTER,
f_145488_,DEFAULT,
f_53117_,SHAPE,
f_53116_,WATERLOGGED,
f_53118_,CONTAINER_TITLE,
f_53115_,FACING,
f_131930_,containerId,
f_244497_,gameEvent,
f_244470_,context,
f_244568_,recipient,
f_243994_,distanceToRecipient,
f_244423_,source,
f_98252_,BOOK_LOCATION,
f_98256_,cachedPage,
f_169691_,TEXT_HEIGHT,
f_98255_,cachedPageComponents,"Holds a copy of the page text, split into page width lines"
f_169688_,PAGE_TEXT_X_OFFSET,
f_169689_,PAGE_TEXT_Y_OFFSET,
f_98257_,pageMsg,
f_169687_,PAGE_INDICATOR_TEXT_Y_OFFSET,
f_98251_,EMPTY_ACCESS,
f_169690_,TEXT_WIDTH,
f_169693_,IMAGE_HEIGHT,
f_98258_,forwardButton,
f_98259_,backButton,
f_169692_,IMAGE_WIDTH,
f_98260_,playTurnSound,Determines if a sound is played when the page is turned
f_98254_,currentPage,
f_98253_,bookAccess,
f_107663_,quadSize,
f_22062_,memoryTypes,
f_22064_,codec,
f_22063_,sensorTypes,
f_138091_,ERROR_NOT_BANNED,
f_158937_,CODEC,
f_209699_,offset,
f_87378_,content,
f_118209_,originX,
f_118210_,originY,
f_118211_,width,
f_118213_,subSlots,
f_118214_,holder,
f_118212_,height,
f_285606_,CODEC,
f_285631_,file,
f_285577_,ascent,
f_285611_,codepointGrid,
f_285599_,CODEPOINT_GRID_CODEC,
f_285660_,height,
f_267383_,MARGIN,
f_267404_,MAX_OVERLAP_WITH_WIDGET,
f_267435_,widget,
f_267414_,MAX_DISTANCE_TO_WIDGET,
f_267390_,MOUSE_OFFSET_X,
f_236127_,data,
f_236126_,version,
f_32588_,life,
f_149695_,MAX_LIFE,
f_244194_,format,
f_244592_,description,
f_244041_,requestedFeatures,
f_244628_,LAPIS_SMELTABLES,
f_244430_,EMERALD_SMELTABLES,
f_243908_,COPPER_SMELTABLES,
f_244565_,REDSTONE_SMELTABLES,
f_243671_,COAL_SMELTABLES,
f_244369_,GOLD_SMELTABLES,
f_243779_,IRON_SMELTABLES,
f_243974_,DIAMOND_SMELTABLES,
f_147806_,getKnockbackForce,
f_147800_,TIME_OUT_DURATION,
f_217340_,getHornBreakSound,
f_147807_,ramDirection,
f_147801_,RAM_SPEED_FORCE_FACTOR,
f_147802_,getTimeBetweenRams,
f_147803_,ramTargeting,
f_147805_,speed,
f_147808_,getImpactSound,
f_177741_,DEFAULT_TEST_STRUCTURES_DIR,
f_127833_,testStructuresDir,
f_177743_,HOW_MANY_CHUNKS_TO_LOAD_IN_EACH_DIRECTION_OF_STRUCTURE,
f_177742_,LOGGER,
f_87756_,total,
f_87755_,size,
f_87753_,templates,
